year,quarter,week_ending,hscp,simd_quintile,admission_type,number_admissions,average20182019,percent_variation
2020,2,2020-06-21,S37000013,5,All,56,92.5,-39.5
2020,2,2020-06-21,S37000016,1,All,56,78,-28.2
2020,2,2020-06-21,S37000016,2,All,112,129.5,-13.5
2020,2,2020-06-21,S37000016,3,All,146,229.5,-36.4
2020,2,2020-06-21,S37000016,4,All,154,213,-27.7
2020,2,2020-06-21,S37000016,5,All,35,43,-18.6
2020,2,2020-06-21,S37000017,1,All,82,117,-29.9
2020,2,2020-06-21,S37000017,2,All,23,30.5,-24.6
2020,2,2020-06-21,S37000017,3,All,26,30,-13.3
2020,2,2020-06-21,S37000017,4,All,16,29.5,-45.8
2020,2,2020-06-21,S37000017,5,All,23,30.5,-24.6
2020,2,2020-06-21,S37000018,1,All,22,32,-31.2
2020,2,2020-06-21,S37000018,2,All,99,94,5.3
2020,2,2020-06-21,S37000018,3,All,43,57.5,-25.2
2020,2,2020-06-21,S37000018,4,All,32,42,-23.8
2020,2,2020-06-21,S37000018,5,All,26,29,-10.3
2020,2,2020-06-21,S37000019,1,All,11,6.5,69.2
2020,2,2020-06-21,S37000019,2,All,34,40,-15
2020,2,2020-06-21,S37000019,3,All,55,78,-29.5
2020,2,2020-06-21,S37000019,4,All,54,75,-28
2020,2,2020-06-21,S37000019,5,All,17,23,-26.1
2020,2,2020-06-21,S37000020,1,All,158,204,-22.5
2020,2,2020-06-21,S37000020,2,All,81,91,-11
2020,2,2020-06-21,S37000020,3,All,34,61.5,-44.7
2020,2,2020-06-21,S37000020,4,All,35,50.5,-30.7
2020,2,2020-06-21,S37000020,5,All,22,30.5,-27.9
2020,2,2020-06-21,S37000022,2,All,7,6.5,7.7
2020,2,2020-06-21,S37000022,3,All,5,15.5,-67.7
2020,2,2020-06-21,S37000022,4,All,26,37,-29.7
2020,2,2020-06-21,S37000024,1,All,120,144,-16.7
2020,2,2020-06-21,S37000024,2,All,92,125.5,-26.7
2020,2,2020-06-21,S37000024,3,All,61,77.5,-21.3
2020,2,2020-06-21,S37000024,4,All,45,59,-23.7
2020,2,2020-06-21,S37000024,5,All,69,74,-6.8
2020,2,2020-06-21,S37000025,1,All,12,24.5,-51
2020,2,2020-06-21,S37000025,2,All,47,54.5,-13.8
2020,2,2020-06-21,S37000025,3,All,111,131,-15.3
2020,2,2020-06-21,S37000025,4,All,45,86,-47.7
2020,2,2020-06-21,S37000025,5,All,22,19.5,12.8
2020,2,2020-06-21,S37000026,3,All,17,17.5,-2.9
2020,2,2020-06-21,S37000026,4,All,18,25.5,-29.4
2020,2,2020-06-21,S37000027,1,All,57,75.5,-24.5
2020,2,2020-06-21,S37000027,2,All,73,104,-29.8
2020,2,2020-06-21,S37000027,3,All,52,83,-37.3
2020,2,2020-06-21,S37000027,4,All,44,49.5,-11.1
2020,2,2020-06-21,S37000027,5,All,33,56,-41.1
2020,2,2020-06-21,S37000028,1,All,182,227,-19.8
2020,2,2020-06-21,S37000028,2,All,217,258.5,-16.1
2020,2,2020-06-21,S37000028,3,All,156,187.5,-16.8
2020,2,2020-06-21,S37000028,4,All,116,143,-18.9
2020,2,2020-06-21,S37000028,5,All,89,106,-16
2020,2,2020-06-21,S37000029,1,All,109,119,-8.4
2020,2,2020-06-21,S37000029,2,All,77,82,-6.1
2020,2,2020-06-21,S37000029,3,All,24,51,-52.9
2020,2,2020-06-21,S37000029,4,All,19,28,-32.1
2020,2,2020-06-21,S37000029,5,All,10,8,25
2020,2,2020-06-21,S37000030,1,All,85,113,-24.8
2020,2,2020-06-21,S37000030,2,All,155,160,-3.1
2020,2,2020-06-21,S37000030,3,All,86,98,-12.2
2020,2,2020-06-21,S37000030,4,All,77,74,4.1
2020,2,2020-06-21,S37000030,5,All,51,63.5,-19.7
2020,2,2020-06-21,S37000031,2,All,14,18.5,-24.3
2020,2,2020-06-21,S37000031,3,All,55,83,-33.7
2020,2,2020-06-21,S37000032,1,All,223,262,-14.9
2020,2,2020-06-21,S37000032,2,All,188,279,-32.6
2020,2,2020-06-21,S37000032,3,All,180,209,-13.9
2020,2,2020-06-21,S37000032,4,All,139,183.5,-24.3
2020,2,2020-06-21,S37000032,5,All,96,151.5,-36.6
2020,2,2020-06-21,S37000033,1,All,30,33,-9.1
2020,2,2020-06-21,S37000033,2,All,69,56,23.2
2020,2,2020-06-21,S37000033,3,All,78,96,-18.8
2020,2,2020-06-21,S37000033,4,All,114,136,-16.2
2020,2,2020-06-21,S37000033,5,All,75,83.5,-10.2
2020,2,2020-06-21,S37000034,1,All,884,1026.5,-13.9
2020,2,2020-06-21,S37000034,2,All,226,326.5,-30.8
2020,2,2020-06-21,S37000034,3,All,157,191,-17.8
2020,2,2020-06-21,S37000034,4,All,112,133.5,-16.1
2020,2,2020-06-21,S37000034,5,All,78,108,-27.8
2020,2,2020-06-21,S37000035,1,All,337,434.5,-22.4
2020,2,2020-06-21,S37000035,2,All,264,310,-14.8
2020,2,2020-06-21,S37000035,3,All,121,149.5,-19.1
2020,2,2020-06-21,S37000035,4,All,94,139,-32.4
2020,2,2020-06-21,S37000035,5,All,55,73.5,-25.2
2020,2,2020-06-28,S37000001,1,All,66,73.5,-10.2
2020,2,2020-06-28,S37000001,2,All,125,141,-11.3
2020,2,2020-06-28,S37000001,3,All,80,75,6.7
2020,2,2020-06-28,S37000001,4,All,57,66.5,-14.3
2020,2,2020-06-28,S37000001,5,All,107,133,-19.5
2020,2,2020-06-28,S37000002,1,All,26,23,13
2020,2,2020-06-28,S37000002,2,All,65,75.5,-13.9
2020,2,2020-06-28,S37000002,3,All,109,139,-21.6
2020,2,2020-06-28,S37000002,4,All,173,214.5,-19.3
2020,2,2020-06-28,S37000002,5,All,90,131,-31.3
2020,2,2020-06-28,S37000003,1,All,20,20,0
2020,2,2020-06-28,S37000003,2,All,61,73.5,-17
2020,2,2020-06-28,S37000003,3,All,57,82,-30.5
2020,2,2020-06-28,S37000003,4,All,56,76,-26.3
2020,2,2020-06-28,S37000003,5,All,42,43.5,-3.4
2020,2,2020-06-28,S37000004,1,All,35,37.5,-6.7
2020,2,2020-06-28,S37000004,2,All,39,49.5,-21.2
2020,2,2020-06-28,S37000004,3,All,73,111,-34.2
2020,2,2020-06-28,S37000004,4,All,29,51,-43.1
2020,2,2020-06-28,S37000004,5,All,21,18,16.7
2020,2,2020-06-28,S37000005,1,All,79,117.5,-32.8
2020,2,2020-06-28,S37000005,2,All,65,96,-32.3
2020,2,2020-06-28,S37000005,3,All,41,75,-45.3
2020,2,2020-06-28,S37000005,4,All,61,93.5,-34.8
2020,2,2020-06-28,S37000005,5,All,56,79,-29.1
2020,2,2020-06-28,S37000006,1,All,39,49,-20.4
2020,2,2020-06-28,S37000006,2,All,108,130,-16.9
2020,2,2020-06-28,S37000006,3,All,122,184,-33.7
2020,2,2020-06-28,S37000006,4,All,64,74.5,-14.1
2020,2,2020-06-28,S37000006,5,All,12,33,-63.6
2020,2,2020-06-28,S37000007,1,All,145,193.5,-25.1
2020,2,2020-06-28,S37000007,2,All,64,98,-34.7
2020,2,2020-06-28,S37000007,3,All,31,46.5,-33.3
2020,2,2020-06-28,S37000007,4,All,36,56.5,-36.3
2020,2,2020-06-28,S37000007,5,All,49,54,-9.3
2020,2,2020-06-28,S37000008,1,All,120,146,-17.8
2020,2,2020-06-28,S37000008,2,All,72,108,-33.3
2020,2,2020-06-28,S37000008,3,All,55,56,-1.8
2020,2,2020-06-28,S37000008,4,All,35,50,-30
2020,2,2020-06-28,S37000008,5,All,20,32,-37.5
2020,2,2020-06-28,S37000009,1,All,14,16.5,-15.2
2020,2,2020-06-28,S37000009,2,All,49,64.5,-24
2020,2,2020-06-28,S37000009,3,All,20,23.5,-14.9
2020,2,2020-06-28,S37000009,4,All,59,58,1.7
2020,2,2020-06-28,S37000009,5,All,114,130,-12.3
2020,2,2020-06-28,S37000010,1,All,19,18,5.6
2020,2,2020-06-28,S37000010,2,All,72,81.5,-11.7
2020,2,2020-06-28,S37000010,3,All,44,66,-33.3
2020,2,2020-06-28,S37000010,4,All,45,39.5,13.9
2020,2,2020-06-28,S37000010,5,All,41,30.5,34.4
2020,2,2020-06-28,S37000011,1,All,16,19.5,-17.9
2020,2,2020-06-28,S37000011,2,All,24,36,-33.3
2020,2,2020-06-28,S37000011,3,All,20,23.5,-14.9
2020,2,2020-06-28,S37000011,4,All,36,46,-21.7
2020,2,2020-06-28,S37000011,5,All,78,113.5,-31.3
2020,2,2020-06-28,S37000012,1,All,176,196.5,-10.4
2020,2,2020-06-28,S37000012,2,All,194,192.5,0.8
2020,2,2020-06-28,S37000012,3,All,119,139,-14.4
2020,2,2020-06-28,S37000012,4,All,161,159,1.3
2020,2,2020-06-28,S37000012,5,All,325,369.5,-12
2020,2,2020-06-28,S37000013,1,All,91,129.5,-29.7
2020,2,2020-06-28,S37000013,2,All,87,173.5,-49.9
2020,2,2020-06-28,S37000013,3,All,103,169.5,-39.2
2020,2,2020-06-28,S37000013,4,All,61,89,-31.5
2020,2,2020-06-28,S37000013,5,All,67,76.5,-12.4
2020,2,2020-06-28,S37000016,1,All,62,91.5,-32.2
2020,2,2020-06-28,S37000016,2,All,92,135,-31.9
2020,2,2020-06-28,S37000016,3,All,183,197,-7.1
2020,2,2020-06-28,S37000016,4,All,155,201,-22.9
2020,2,2020-06-28,S37000016,5,All,36,44,-18.2
2020,2,2020-06-28,S37000017,1,All,88,109,-19.3
2020,2,2020-06-28,S37000017,2,All,21,27,-22.2
2020,2,2020-06-28,S37000017,3,All,22,28.5,-22.8
2020,2,2020-06-28,S37000017,4,All,19,32.5,-41.5
2020,2,2020-06-28,S37000017,5,All,18,27,-33.3
2020,2,2020-06-28,S37000018,1,All,20,23.5,-14.9
2020,2,2020-06-28,S37000018,2,All,68,100,-32
2020,2,2020-06-28,S37000018,3,All,44,51.5,-14.6
2020,2,2020-06-28,S37000018,4,All,41,33,24.2
2020,2,2020-06-28,S37000018,5,All,22,27,-18.5
2020,2,2020-06-28,S37000019,1,All,7,10,-30
2020,2,2020-06-28,S37000019,2,All,43,48,-10.4
2020,2,2020-06-28,S37000019,3,All,77,81,-4.9
2020,2,2020-06-28,S37000019,4,All,68,79,-13.9
2020,2,2020-06-28,S37000019,5,All,12,31,-61.3
2020,2,2020-06-28,S37000020,1,All,174,212.5,-18.1
2020,2,2020-06-28,S37000020,2,All,70,77,-9.1
2020,2,2020-06-28,S37000020,3,All,40,62.5,-36
2020,2,2020-06-28,S37000020,4,All,33,47.5,-30.5
2020,2,2020-06-28,S37000020,5,All,23,31,-25.8
2020,2,2020-06-28,S37000022,3,All,8,11,-27.3
2020,2,2020-06-28,S37000022,4,All,27,32,-15.6
2020,2,2020-06-28,S37000024,1,All,114,156,-26.9
2020,2,2020-06-28,S37000024,2,All,95,125,-24
2020,2,2020-06-28,S37000024,3,All,50,82.5,-39.4
2020,2,2020-06-28,S37000024,4,All,43,71.5,-39.9
2020,2,2020-06-28,S37000024,5,All,70,71,-1.4
2020,2,2020-06-28,S37000025,1,All,18,22,-18.2
2020,2,2020-06-28,S37000025,2,All,54,58,-6.9
2020,2,2020-06-28,S37000025,3,All,100,126,-20.6
2020,2,2020-06-28,S37000025,4,All,69,86.5,-20.2
2020,2,2020-06-28,S37000025,5,All,18,18,0
2020,2,2020-06-28,S37000026,2,All,5,4,25
2020,2,2020-06-28,S37000026,3,All,18,21,-14.3
2020,2,2020-06-28,S37000026,4,All,23,21.5,7
2020,2,2020-06-28,S37000027,1,All,71,76.5,-7.2
2020,2,2020-06-28,S37000027,2,All,83,103.5,-19.8
2020,2,2020-06-28,S37000027,3,All,66,77,-14.3
2020,2,2020-06-28,S37000027,4,All,42,52.5,-20
2020,2,2020-06-28,S37000027,5,All,55,62,-11.3
2020,2,2020-06-28,S37000028,1,All,195,237.5,-17.9
2020,2,2020-06-28,S37000028,2,All,187,241,-22.4
2020,2,2020-06-28,S37000028,3,All,147,186,-21
2020,2,2020-06-28,S37000028,4,All,149,145.5,2.4
2020,2,2020-06-28,S37000028,5,All,94,116,-19
2020,2,2020-06-28,S37000029,1,All,112,139,-19.4
2020,2,2020-06-28,S37000029,2,All,63,88.5,-28.8
2020,2,2020-06-28,S37000029,3,All,36,47,-23.4
2020,2,2020-06-28,S37000029,4,All,13,19.5,-33.3
2020,2,2020-06-28,S37000029,5,All,10,6,66.7
2020,2,2020-06-28,S37000030,1,All,91,87,4.6
2020,2,2020-06-28,S37000030,2,All,146,160.5,-9
2020,2,2020-06-28,S37000030,3,All,88,81,8.6
2020,2,2020-06-28,S37000030,4,All,77,82,-6.1
2020,2,2020-06-28,S37000030,5,All,54,65.5,-17.6
2020,2,2020-06-28,S37000031,2,All,11,21,-47.6
2020,2,2020-06-28,S37000031,3,All,69,85,-18.8
2020,2,2020-06-28,S37000032,1,All,227,270.5,-16.1
2020,2,2020-06-28,S37000032,2,All,222,256,-13.3
2020,2,2020-06-28,S37000032,3,All,174,219.5,-20.7
2020,2,2020-06-28,S37000032,4,All,153,210.5,-27.3
2020,2,2020-06-28,S37000032,5,All,110,143.5,-23.3
2020,2,2020-06-28,S37000033,1,All,22,26.5,-17
2020,2,2020-06-28,S37000033,2,All,60,59.5,0.8
2020,2,2020-06-28,S37000033,3,All,82,90,-8.9
2020,2,2020-06-28,S37000033,4,All,107,141,-24.1
2020,2,2020-06-28,S37000033,5,All,69,96.5,-28.5
2020,2,2020-06-28,S37000034,1,All,799,1029,-22.4
2020,2,2020-06-28,S37000034,2,All,251,331.5,-24.3
2020,2,2020-06-28,S37000034,3,All,139,177.5,-21.7
2020,2,2020-06-28,S37000034,4,All,105,163.5,-35.8
2020,2,2020-06-28,S37000034,5,All,96,126.5,-24.1
2020,2,2020-06-28,S37000035,1,All,365,429.5,-15
2020,2,2020-06-28,S37000035,2,All,261,317.5,-17.8
2020,2,2020-06-28,S37000035,3,All,92,146,-37
2020,2,2020-06-28,S37000035,4,All,115,118,-2.5
2020,2,2020-06-28,S37000035,5,All,70,74,-5.4
2020,3,2020-07-05,S37000001,1,All,75,71,5.6
2020,3,2020-07-05,S37000001,2,All,119,152,-21.7
2020,3,2020-07-05,S37000001,3,All,77,70.5,9.2
2020,3,2020-07-05,S37000001,4,All,65,68.5,-5.1
2020,3,2020-07-05,S37000001,5,All,101,142.5,-29.1
2020,3,2020-07-05,S37000002,1,All,10,17.5,-42.9
2020,3,2020-07-05,S37000002,2,All,68,72,-5.6
2020,3,2020-07-05,S37000002,3,All,102,142.5,-28.4
2020,3,2020-07-05,S37000002,4,All,161,201.5,-20.1
2020,3,2020-07-05,S37000002,5,All,121,136.5,-11.4
2020,3,2020-07-05,S37000003,1,All,14,21,-33.3
2020,3,2020-07-05,S37000003,2,All,51,90.5,-43.6
2020,3,2020-07-05,S37000003,3,All,68,80.5,-15.5
2020,3,2020-07-05,S37000003,4,All,55,69,-20.3
2020,3,2020-07-05,S37000003,5,All,27,31.5,-14.3
2020,3,2020-07-05,S37000004,1,All,28,32.5,-13.8
2020,3,2020-07-05,S37000004,2,All,21,49.5,-57.6
2020,3,2020-07-05,S37000004,3,All,74,101.5,-27.1
2020,3,2020-07-05,S37000004,4,All,48,47.5,1.1
2020,3,2020-07-05,S37000004,5,All,15,21,-28.6
2020,3,2020-07-05,S37000005,1,All,98,129.5,-24.3
2020,3,2020-07-05,S37000005,2,All,79,108,-26.9
2020,3,2020-07-05,S37000005,3,All,48,74,-35.1
2020,3,2020-07-05,S37000005,4,All,52,111.5,-53.4
2020,3,2020-07-05,S37000005,5,All,61,88.5,-31.1
2020,3,2020-07-05,S37000006,1,All,45,44,2.3
2020,3,2020-07-05,S37000006,2,All,101,132.5,-23.8
2020,3,2020-07-05,S37000006,3,All,134,159,-15.7
2020,3,2020-07-05,S37000006,4,All,49,63.5,-22.8
2020,3,2020-07-05,S37000006,5,All,23,29.5,-22
2020,3,2020-07-05,S37000007,1,All,159,184.5,-13.8
2020,3,2020-07-05,S37000007,2,All,82,90,-8.9
2020,3,2020-07-05,S37000007,3,All,37,33.5,10.4
2020,3,2020-07-05,S37000007,4,All,30,49.5,-39.4
2020,3,2020-07-05,S37000007,5,All,44,50,-12
2020,3,2020-07-05,S37000008,1,All,120,131.5,-8.7
2020,3,2020-07-05,S37000008,2,All,77,109.5,-29.7
2020,3,2020-07-05,S37000008,3,All,40,68,-41.2
2020,3,2020-07-05,S37000008,4,All,27,40,-32.5
2020,3,2020-07-05,S37000008,5,All,24,26,-7.7
2020,3,2020-07-05,S37000009,1,All,12,19.5,-38.5
2020,3,2020-07-05,S37000009,2,All,44,56,-21.4
2020,3,2020-07-05,S37000009,3,All,18,26,-30.8
2020,3,2020-07-05,S37000009,4,All,49,72,-31.9
2020,3,2020-07-05,S37000009,5,All,91,121,-24.8
2020,3,2020-07-05,S37000010,1,All,19,14.5,31
2020,3,2020-07-05,S37000010,2,All,81,81,0
2020,3,2020-07-05,S37000010,3,All,42,51,-17.6
2020,3,2020-07-05,S37000010,4,All,46,34,35.3
2020,3,2020-07-05,S37000010,5,All,34,25.5,33.3
2020,3,2020-07-05,S37000011,1,All,15,24,-37.5
2020,3,2020-07-05,S37000011,2,All,31,28,10.7
2020,3,2020-07-05,S37000011,3,All,23,28,-17.9
2020,3,2020-07-05,S37000011,4,All,35,50,-30
2020,3,2020-07-05,S37000011,5,All,68,106.5,-36.2
2020,3,2020-07-05,S37000012,1,All,146,171.5,-14.9
2020,3,2020-07-05,S37000012,2,All,154,194.5,-20.8
2020,3,2020-07-05,S37000012,3,All,117,124.5,-6
2020,3,2020-07-05,S37000012,4,All,153,166,-7.8
2020,3,2020-07-05,S37000012,5,All,266,342,-22.2
2020,3,2020-07-05,S37000013,1,All,76,119,-36.1
2020,3,2020-07-05,S37000013,2,All,101,198.5,-49.1
2020,3,2020-07-05,S37000013,3,All,78,149,-47.7
2020,3,2020-07-05,S37000013,4,All,53,89,-40.4
2020,3,2020-07-05,S37000013,5,All,50,79.5,-37.1
2020,3,2020-07-05,S37000016,1,All,73,94.5,-22.8
2020,3,2020-07-05,S37000016,2,All,114,132,-13.6
2020,3,2020-07-05,S37000016,3,All,178,232.5,-23.4
2020,3,2020-07-05,S37000016,4,All,135,168.5,-19.9
2020,3,2020-07-05,S37000016,5,All,29,43.5,-33.3
2020,3,2020-07-05,S37000017,1,All,95,132.5,-28.3
2020,3,2020-07-05,S37000017,2,All,16,30,-46.7
2020,3,2020-07-05,S37000017,3,All,25,24.5,2
2020,3,2020-07-05,S37000017,4,All,19,22,-13.6
2020,3,2020-07-05,S37000017,5,All,22,30.5,-27.9
2020,3,2020-07-05,S37000018,1,All,24,27.5,-12.7
2020,3,2020-07-05,S37000018,2,All,69,95,-27.4
2020,3,2020-07-05,S37000018,3,All,45,56,-19.6
2020,3,2020-07-05,S37000018,4,All,32,34.5,-7.2
2020,3,2020-07-05,S37000018,5,All,17,21.5,-20.9
2020,3,2020-07-05,S37000019,2,All,38,36.5,4.1
2020,3,2020-07-05,S37000019,3,All,73,67.5,8.1
2020,3,2020-07-05,S37000019,4,All,69,74,-6.8
2020,3,2020-07-05,S37000019,5,All,18,20.5,-12.2
2020,3,2020-07-05,S37000020,1,All,183,214,-14.5
2020,3,2020-07-05,S37000020,2,All,65,89,-27
2020,3,2020-07-05,S37000020,3,All,64,54.5,17.4
2020,3,2020-07-05,S37000020,4,All,35,50.5,-30.7
2020,3,2020-07-05,S37000020,5,All,18,26.5,-32.1
2020,3,2020-07-05,S37000022,2,All,11,11.5,-4.3
2020,3,2020-07-05,S37000022,3,All,10,11.5,-13
2020,3,2020-07-05,S37000022,4,All,28,25.5,9.8
2020,3,2020-07-05,S37000024,1,All,114,152.5,-25.2
2020,3,2020-07-05,S37000024,2,All,82,117,-29.9
2020,3,2020-07-05,S37000024,3,All,60,85,-29.4
2020,3,2020-07-05,S37000024,4,All,33,51.5,-35.9
2020,3,2020-07-05,S37000024,5,All,66,65.5,0.8
2020,3,2020-07-05,S37000025,1,All,21,25.5,-17.6
2020,3,2020-07-05,S37000025,2,All,46,70,-34.3
2020,3,2020-07-05,S37000025,3,All,80,128,-37.5
2020,3,2020-07-05,S37000025,4,All,52,68,-23.5
2020,3,2020-07-05,S37000025,5,All,16,26.5,-39.6
2020,3,2020-07-05,S37000026,3,All,22,25,-12
2020,3,2020-07-05,S37000026,4,All,16,26,-38.5
2020,3,2020-07-05,S37000027,1,All,66,87.5,-24.6
2020,3,2020-07-05,S37000027,2,All,108,98,10.2
2020,3,2020-07-05,S37000027,3,All,68,75.5,-9.9
2020,3,2020-07-05,S37000027,4,All,41,44,-6.8
2020,3,2020-07-05,S37000027,5,All,47,58.5,-19.7
2020,3,2020-07-05,S37000028,1,All,189,228.5,-17.3
2020,3,2020-07-05,S37000028,2,All,180,261.5,-31.2
2020,3,2020-07-05,S37000028,3,All,142,172.5,-17.7
2020,3,2020-07-05,S37000028,4,All,93,140.5,-33.8
2020,3,2020-07-05,S37000028,5,All,77,131,-41.2
2020,3,2020-07-05,S37000029,1,All,101,122.5,-17.6
2020,3,2020-07-05,S37000029,2,All,61,74.5,-18.1
2020,3,2020-07-05,S37000029,3,All,29,46.5,-37.6
2020,3,2020-07-05,S37000029,4,All,20,18.5,8.1
2020,3,2020-07-05,S37000029,5,All,5,12,-58.3
2020,3,2020-07-05,S37000030,1,All,90,98,-8.2
2020,3,2020-07-05,S37000030,2,All,134,158,-15.2
2020,3,2020-07-05,S37000030,3,All,92,88.5,4
2020,3,2020-07-05,S37000030,4,All,75,83,-9.6
2020,3,2020-07-05,S37000030,5,All,47,65,-27.7
2020,3,2020-07-05,S37000031,2,All,15,13.5,11.1
2020,3,2020-07-05,S37000031,3,All,78,79.5,-1.9
2020,3,2020-07-05,S37000032,1,All,216,259,-16.6
2020,3,2020-07-05,S37000032,2,All,203,267.5,-24.1
2020,3,2020-07-05,S37000032,3,All,182,205.5,-11.4
2020,3,2020-07-05,S37000032,4,All,149,176,-15.3
2020,3,2020-07-05,S37000032,5,All,125,130.5,-4.2
2020,3,2020-07-05,S37000033,1,All,35,39,-10.3
2020,3,2020-07-05,S37000033,2,All,62,64.5,-3.9
2020,3,2020-07-05,S37000033,3,All,81,88,-8
2020,3,2020-07-05,S37000033,4,All,123,132,-6.8
2020,3,2020-07-05,S37000033,5,All,78,82.5,-5.5
2020,3,2020-07-05,S37000034,1,All,862,1046.5,-17.6
2020,3,2020-07-05,S37000034,2,All,256,304,-15.8
2020,3,2020-07-05,S37000034,3,All,139,185,-24.9
2020,3,2020-07-05,S37000034,4,All,109,138.5,-21.3
2020,3,2020-07-05,S37000034,5,All,102,104.5,-2.4
2020,3,2020-07-05,S37000035,1,All,316,431,-26.7
2020,3,2020-07-05,S37000035,2,All,228,325.5,-30
2020,3,2020-07-05,S37000035,3,All,119,153.5,-22.5
2020,3,2020-07-05,S37000035,4,All,96,125.5,-23.5
2020,3,2020-07-05,S37000035,5,All,49,65,-24.6
2020,3,2020-07-12,S37000001,1,All,64,77.5,-17.4
2020,3,2020-07-12,S37000001,2,All,117,152,-23
2020,3,2020-07-12,S37000001,3,All,75,78,-3.8
2020,3,2020-07-12,S37000001,4,All,55,55.5,-0.9
2020,3,2020-07-12,S37000001,5,All,111,137.5,-19.3
2020,3,2020-07-12,S37000002,1,All,19,20.5,-7.3
2020,3,2020-07-12,S37000002,2,All,67,75,-10.7
2020,3,2020-07-12,S37000002,3,All,113,125.5,-10
2020,3,2020-07-12,S37000002,4,All,167,194,-13.9
2020,3,2020-07-12,S37000002,5,All,102,129,-20.9
2020,3,2020-07-12,S37000003,1,All,24,21,14.3
2020,3,2020-07-12,S37000003,2,All,67,65.5,2.3
2020,3,2020-07-12,S37000003,3,All,84,68.5,22.6
2020,3,2020-07-12,S37000003,4,All,77,77,0
2020,3,2020-07-12,S37000003,5,All,26,30.5,-14.8
2020,3,2020-07-12,S37000004,1,All,26,28.5,-8.8
2020,3,2020-07-12,S37000004,2,All,41,51,-19.6
2020,3,2020-07-12,S37000004,3,All,82,99,-17.2
2020,3,2020-07-12,S37000004,4,All,38,44,-13.6
2020,3,2020-07-12,S37000004,5,All,13,21,-38.1
2020,3,2020-07-12,S37000005,1,All,74,121,-38.8
2020,3,2020-07-12,S37000005,2,All,66,98,-32.7
2020,3,2020-07-12,S37000005,3,All,40,78,-48.7
2020,3,2020-07-12,S37000005,4,All,72,88,-18.2
2020,3,2020-07-12,S37000005,5,All,53,96.5,-45.1
2020,3,2020-07-12,S37000006,1,All,35,46,-23.9
2020,3,2020-07-12,S37000006,2,All,95,127,-25.2
2020,3,2020-07-12,S37000006,3,All,137,167.5,-18.2
2020,3,2020-07-12,S37000006,4,All,59,65,-9.2
2020,3,2020-07-12,S37000006,5,All,19,26,-26.9
2020,3,2020-07-12,S37000007,1,All,194,202,-4
2020,3,2020-07-12,S37000007,2,All,68,95.5,-28.8
2020,3,2020-07-12,S37000007,3,All,27,35.5,-23.9
2020,3,2020-07-12,S37000007,4,All,41,44,-6.8
2020,3,2020-07-12,S37000007,5,All,43,47.5,-9.5
2020,3,2020-07-12,S37000008,1,All,110,115,-4.3
2020,3,2020-07-12,S37000008,2,All,90,95,-5.3
2020,3,2020-07-12,S37000008,3,All,45,59,-23.7
2020,3,2020-07-12,S37000008,4,All,40,45,-11.1
2020,3,2020-07-12,S37000008,5,All,23,29,-20.7
2020,3,2020-07-12,S37000009,1,All,14,22,-36.4
2020,3,2020-07-12,S37000009,2,All,53,59,-10.2
2020,3,2020-07-12,S37000009,3,All,11,22.5,-51.1
2020,3,2020-07-12,S37000009,4,All,32,65.5,-51.1
2020,3,2020-07-12,S37000009,5,All,102,118.5,-13.9
2020,3,2020-07-12,S37000010,1,All,19,14,35.7
2020,3,2020-08-30,S37000004,1,All,24,41,-41.5
2020,3,2020-08-30,S37000004,2,All,38,53,-28.3
2020,3,2020-08-30,S37000004,3,All,94,109.5,-14.2
2020,3,2020-08-30,S37000004,4,All,50,55.5,-9.9
2020,3,2020-08-30,S37000004,5,All,14,20.5,-31.7
2020,3,2020-08-30,S37000005,1,All,87,112.5,-22.7
2020,3,2020-07-12,S37000010,2,All,75,95.5,-21.5
2020,3,2020-07-12,S37000010,3,All,53,59.5,-10.9
2020,3,2020-07-12,S37000010,4,All,30,45,-33.3
2020,3,2020-07-12,S37000010,5,All,35,32.5,7.7
2020,3,2020-07-12,S37000011,1,All,12,17,-29.4
2020,3,2020-07-12,S37000011,2,All,19,30.5,-37.7
2020,3,2020-07-12,S37000011,3,All,13,18.5,-29.7
2020,3,2020-07-12,S37000011,4,All,33,46.5,-29
2020,3,2020-07-12,S37000011,5,All,82,103.5,-20.8
2020,3,2020-07-12,S37000012,1,All,196,189,3.7
2020,3,2020-07-12,S37000012,2,All,175,180.5,-3
2020,3,2020-07-12,S37000012,3,All,102,117,-12.8
2020,3,2020-07-12,S37000012,4,All,132,169,-21.9
2020,3,2020-07-12,S37000012,5,All,279,337,-17.2
2020,3,2020-07-12,S37000013,1,All,88,141.5,-37.8
2020,3,2020-07-12,S37000013,2,All,93,162,-42.6
2020,3,2020-07-12,S37000013,3,All,110,151.5,-27.4
2020,3,2020-07-12,S37000013,4,All,58,93.5,-38
2020,3,2020-07-12,S37000013,5,All,54,61,-11.5
2020,3,2020-07-12,S37000016,1,All,74,97.5,-24.1
2020,3,2020-07-12,S37000016,2,All,95,134.5,-29.4
2020,3,2020-07-12,S37000016,3,All,184,226.5,-18.8
2020,3,2020-07-12,S37000016,4,All,153,183.5,-16.6
2020,3,2020-07-12,S37000016,5,All,26,38.5,-32.5
2020,3,2020-07-12,S37000017,1,All,103,128,-19.5
2020,3,2020-07-12,S37000017,2,All,20,31.5,-36.5
2020,3,2020-07-12,S37000017,3,All,18,31.5,-42.9
